name,fclass,geometry
Kabwohe Police Station,police,POINT (30.3831468 -0.5800639)
Bwogyera girls ss,school,POINT (30.095144 -0.8343107)
CAFE DELICIOUSO,cafe,POINT (32.1898885 1.4198263)
kitende ss,school,POINT (32.5400331 0.2000553)
Cafe Africa,restaurant,POINT (32.5962256 0.3151162)
Maama Alex Bar,bar,POINT (32.5471263 0.13536)
Zahra Hotel,restaurant,POINT (30.9086166 3.0239503)
Baghdad,restaurant,POINT (30.9125054 3.0216165)
Addy Dominicaly,clinic,POINT (32.5539918 0.3424348)
AMAR SECONDARY SCHOOL,school,POINT (32.0170939 1.7792041)
,atm,POINT (32.4816863 0.3982493)
The Adrace Executive Resort,restaurant,POINT (32.4583874 0.1901934)
MC pharmacy,pharmacy,POINT (32.2968489 2.7716675)
Pal Dental Clinic,clinic,POINT (32.6356618 0.3596952)
Kawanda police station,police,POINT (32.5310135 0.4174272)
Frost Hospital,hospital,POINT (32.532822 0.4543441)
God's Mercy clinic,clinic,POINT (32.5321698 0.4559975)
St Andrews Domiciliary Clinic,clinic,POINT (32.5324935 0.4553118)
SAB Restaurant,restaurant,POINT (32.5768972 0.3167894)
Kabaare clinic,clinic,POINT (30.1524828 -0.5063348)
Omurubingo,community_centre,POINT (30.1521404 -0.520395)
Omurushenyi,community_centre,POINT (30.1518594 -0.529008)
Kyamatsira community center,community_centre,POINT (30.1930616 -0.4930426)
Kakanju health center iii,hospital,POINT (30.1940997 -0.4927798)
Cabana Sister's Pharmacy,pharmacy,POINT (32.5389767 0.1377954)
Vision Restaurant,restaurant,POINT (32.8934261 2.2391972)
Rwenanuura town centenary Bank,bank,POINT (30.2045336 -0.9748771)
,hospital,POINT (33.195182 2.1301076)
hospital,hospital,POINT (32.6474206 0.2972566)
KFC,fast_food,POINT (32.6174572 0.3198446)
Lions Primary School,school,POINT (31.76578 -0.2981316)
Kitagata Referral Hospital,hospital,POINT (30.1519461 -0.6769913)
Kijumo community center,community_centre,POINT (30.1535816 -0.5186444)
Bamugisha community Welfare,bank,POINT (30.1724988 -0.5407852)
Kiu new library,library,POINT (30.145725 -0.5393371)
Buhura clinic,clinic,POINT (30.1370248 -0.5390725)
Buhura,community_centre,POINT (30.1368583 -0.5381969)
Nyakabingo trading centre,community_centre,POINT (30.1821964 -0.479742)
Central Perk Kampala,restaurant,POINT (32.5952826 0.346633)
KABULA TWEYAMBE SACCO,bank,POINT (30.0309256 -1.2407541)
Mpindwe Police station,police,POINT (29.7241563 0.0419252)
Mama Nick,fast_food,POINT (32.5810459 0.3920075)
Police Station frontière,police,POINT (29.7241563 0.0419252)
Baristos Restaurant,restaurant,POINT (32.2870287 -0.3238127)
Musawo Kaganda clinic,clinic,POINT (31.4156992 -1.0002192)
,pharmacy,POINT (32.5254043 0.4286539)
Sky medical clinic,clinic,POINT (32.5239352 0.4274014)
Dr stex's home,doctors,POINT (32.5303049 0.424006)
Kawanda clinic,clinic,POINT (32.5367947 0.416025)
Viks medical center,clinic,POINT (32.5198278 0.4312066)
Viks medical center,clinic,POINT (32.5158816 0.4419956)
Grace general medical clinic,clinic,POINT (32.5230512 0.4341195)
Dr MATOVU'S MEDICAL CENTRE,clinic,POINT (32.5252033 0.433445)
FRANA Day care,kindergarten,POINT (32.5254553 0.4316545)
City Quality Primary School,school,POINT (32.6043938 0.3386053)
Star pharmacy,pharmacy,POINT (32.5379585 0.1371159)
Luwombo restaurant,restaurant,POINT (32.5377912 0.1366967)
St Mary's zirobwe,school,POINT (32.6980622 0.6867809)
,cafe,POINT (29.9609145 -1.2462465)
Chilis,restaurant,POINT (33.1983968 0.441161)
Family Hope Center,hospital,POINT (33.204248 0.4290991)
Stena B Primary school,school,POINT (32.5479472 0.4611333)
Da Texas Bar,bar,POINT (32.3810165 0.4810359)
Mambo Medical Centre,clinic,POINT (32.3807064 0.4813451)
Lunash Junior School,school,POINT (32.3835328 0.490228)
Victory Education Centre,kindergarten,POINT (32.5510716 0.4763284)
,pharmacy,POINT (32.5515682 0.4721267)
Medical center and Pharmacy,pharmacy,POINT (32.5517505 0.472044)
Asasi Cafe and Accomodation,cafe,POINT (32.551735 0.4721856)
Shadia Drug Shop,pharmacy,POINT (32.5513508 0.4736591)
Mama Isma Restaurant,restaurant,POINT (32.5513907 0.4731862)
,clinic,POINT (32.5513561 0.4737028)
Mercy Restaurant,restaurant,POINT (32.5548665 0.4632109)
La fayette bakery and Cafe,cafe,POINT (32.6043925 0.3487912)
Kaveno Restaurant,restaurant,POINT (31.7364834 -0.3442502)
Kadio Motel,restaurant,POINT (29.994318 -1.2592858)
Little Riz,bar,POINT (29.9852338 -1.2507242)
,fast_food,POINT (29.9907121 -1.2690215)
,fast_food,POINT (29.9923794 -1.258376)
Rickiz Dinwe,restaurant,POINT (32.6250071 0.3744222)
Gava Restuarant,restaurant,POINT (32.3277321 0.2211206)
Endiro Coffee Bugolobi,cafe,POINT (32.6128509 0.3170966)
Endiro Cofee Iganga,cafe,POINT (33.4785878 0.6158234)
Endiro Coffee Naguru,cafe,POINT (32.6021624 0.341072)
rwenzori restaurant,restaurant,POINT (30.0794148 0.1776951)
,restaurant,POINT (30.0791654 0.1775288)
Cool rest,restaurant,POINT (29.9881421 -1.2710401)
Public Health Lab,university,POINT (29.9874125 -1.2725298)
Campus restaurant,restaurant,POINT (29.9884613 -1.2725668)
Kikungiri primary school,school,POINT (29.9893457 -1.2686613)
Kabale University School of Medicine (KABSOM),university,POINT (29.9851694 -1.2730448)
Kabale University Main Library,library,POINT (29.9851637 -1.2728649)
Star driving school building,school,POINT (29.9901719 -1.2631761)
University Librarian Office,library,POINT (29.9850328 -1.2726145)
Comfort times hotel,restaurant,POINT (29.9882477 -1.2712299)
Divine hotel,restaurant,POINT (29.9884004 -1.2714809)
Campus Villa,cafe,POINT (29.98475 -1.2751432)
Kabale Brainstorm High school,school,POINT (29.981395 -1.2624607)
City view,bar,POINT (29.9877148 -1.2682387)
Destiny Nursery & Primary School,school,POINT (32.5125544 0.5416124)
Little O restaurant,restaurant,POINT (29.9882171 -1.2711291)
Pearl drug shop,clinic,POINT (29.9915791 -1.2722831)
Life care day clinic and dairy,clinic,POINT (29.9802121 -1.2615864)
Kabale University Gate,university,POINT (29.9879849 -1.2713002)
Canaan high nursery and primary school,school,POINT (29.9871744 -1.2674213)
Dual care Uganda,clinic,POINT (29.9899809 -1.2670569)
Kampala Family Clinic,clinic,POINT (32.5939008 0.2998584)
Kabale trinity secondary school,school,POINT (29.9847265 -1.2636749)
Housing Finance Bank,bank,POINT (32.3005976 2.7701492)
Modern Time Clinic,clinic,POINT (32.5818527 0.3001201)
Public Library,library,POINT (32.5767587 0.2287121)
Lubugumu Jamia High School,school,POINT (32.5779033 0.2291166)
Kennedy Secondary School,school,POINT (32.532479 0.1441166)
St. Andrew Primary School,school,POINT (32.5770108 0.2341022)
Apas Secondary School,school,POINT (32.5819177 0.3009942)
Bankhill College School,school,POINT (32.5765467 0.2381365)
Nde,police,POINT (32.5775414 0.2308618)
M,hospital,POINT (32.5821529 0.2359297)
Riyadh Pharmacy,pharmacy,POINT (32.5776235 0.2324936)
Junior Winners School,school,POINT (32.5786625 0.230506)
capital,bar,POINT (32.5804624 0.2823472)
Five Star Restaurant,restaurant,POINT (32.4991829 0.8330433)
Karibu sacco Bushenyi,bank,POINT (30.1905614 -0.5423014)
Bushenyi health CIV,hospital,POINT (30.1904381 -0.5404999)
Thanks Jesus Cafe,restaurant,POINT (32.8945389 2.2586823)
Otino Waa Sports Ground,school,POINT (32.7874207 2.2908721)
Head of Department CONAS,university,POINT (32.5662337 0.3346054)
College of natural science,university,POINT (32.5661632 0.3346423)
,restaurant,POINT (32.5540339 0.4641173)
,hospital,POINT (29.9938642 -1.2981727)
Stroke rehabilitation center,hospital,POINT (32.5966735 0.424195)
St James Boys boarding primary school Achilet,school,POINT (34.1359719 0.716095)
Basoka Kwavula Chapati and Restorant,fast_food,POINT (32.5205485 0.5313172)
Center for Private health and social adjustment,clinic,POINT (32.4638223 0.0531751)
6K DOCTOR'S CLINIC,clinic,POINT (32.4633736 0.054742)
SANS CAFE,cafe,POINT (32.4615821 0.0542274)
THE OCTOPUS,restaurant,POINT (32.4614455 0.0527093)
NDIIRO RESTAURANT AND GRILL,restaurant,POINT (32.4625702 0.0545314)
SHILOH INTERNATIONAL,school,POINT (32.4614607 0.0518195)
PEARL OF AFRICA INTERNATIONAL PRIMARY SCHOOL,school,POINT (32.4632362 0.0534635)
Attic Chillout,fast_food,POINT (30.6497477 -0.616944)
Corpus Christi MUST Catholic Chaplaincy,community_centre,POINT (30.6547119 -0.6166382)
Wilbert Pharmacy,pharmacy,POINT (30.6597512 -0.6179735)
Mbarara City Health Centre IV,hospital,POINT (30.6599957 -0.6119363)
Aywee Health Centre III,hospital,POINT (32.3167549 2.7574612)
Massimiliano memorial SS,school,POINT (34.1299145 0.7163407)
,fast_food,POINT (32.0810464 2.9557606)
Amuca Health Centre III,hospital,POINT (32.8540233 2.2668083)
Alpha Medical Centre,pharmacy,POINT (32.890174 2.259696)
Al_Shafa Modern Hospital,hospital,POINT (32.9054236 2.2554289)
Adyel Helath Centre II,clinic,POINT (32.883653 2.2670493)
Adonai Medical Centre,doctors,POINT (32.8866383 2.2468083)
ADC Diagnostic Center and Clinical Services,doctors,POINT (32.9003911 2.2521093)
Abacus Pharma(A) ltd,pharmacy,POINT (32.8957672 2.2431791)
Abacus Pharma Ug Limited,pharmacy,POINT (32.8929262 2.2382099)
Abacus Pharma LTD,pharmacy,POINT (32.8947643 2.2417995)
Kyakabunga Maama Joy Restuarant,restaurant,POINT (31.0848983 -0.3463196)
Kasangye Trading center,community_centre,POINT (32.4720528 0.06458)
Bukakata Seed School,school,POINT (31.9700336 -0.3159051)
Cinoma Pharmacy,pharmacy,POINT (32.8884181 2.2415251)
Christian Medical Centre,doctors,POINT (32.903473 2.2577027)
Christ Family Care,doctors,POINT (32.8872779 2.2477753)
Charis Health Care,hospital,POINT (32.8862864 2.2456047)
Bororboro Health Centre III,hospital,POINT (32.9294608 2.190297)
Bercaf Pharmacy,pharmacy,POINT (32.889915 2.2390383)
Beem Medical Center,doctors,POINT (32.8950727 2.2275514)
Barapwo Health Centree III,hospital,POINT (32.8368794 2.2499566)
Avento Specialist Medical Centre,doctors,POINT (32.9006149 2.2524892)
Arman Pharmacy Uganda Limited,pharmacy,POINT (32.8966051 2.2424223)
Apharma Care Limited,pharmacy,POINT (32.895102 2.243053)
Anyangatir Health Centre III,hospital,POINT (32.9347941 2.2011684)
Angwetangwet Medical Clinic,doctors,POINT (32.8991501 2.2172684)
Amulam Pharmacy,pharmacy,POINT (32.8967593 2.2428722)
Lookout Pharmacy,pharmacy,POINT (32.8965029 2.2572584)
Lira University Teaching Hospital,hospital,POINT (32.8246057 2.2565868)
Lira Polyeclinic,doctors,POINT (32.8983923 2.2420837)
Lira Medical Diogonistic Clinic,doctors,POINT (32.8955714 2.2394788)
Lira Medical Centre,hospital,POINT (32.907474 2.2440291)
Lira Friends Medical Clinic,doctors,POINT (32.9013715 2.2119194)
Life Plan Pharmacy,pharmacy,POINT (32.8705559 2.2620148)
Life Line Medical Centre,doctors,POINT (32.8949467 2.2280835)
Ken Alpha Pharmacy,pharmacy,POINT (32.8864447 2.2439895)
Joint Medical Centre,doctors,POINT (32.8989478 2.2501654)
Honest Medical Center,doctors,POINT (32.901136 2.2606491)
High Way Health Services,doctors,POINT (32.8985561 2.241986)
Health Care Pharmacy,pharmacy,POINT (32.8944676 2.2429936)
Good Care Medical Centre,doctors,POINT (32.9030942 2.257164)
Golden Care Medical Clinic,doctors,POINT (32.90476 2.2576546)
Global Medical Centre,doctors,POINT (32.8973547 2.2580276)
Gittoes Pharmaceuticals Ltd,pharmacy,POINT (32.8961405 2.2441681)
Gift Life Care Clinic,doctors,POINT (32.9030622 2.2606116)
Galilee Pharmacy,pharmacy,POINT (32.9003249 2.2519956)
Front Page Lounge,bar,POINT (32.8816401 2.2586486)
First Choice Pharmacy,pharmacy,POINT (32.9035249 2.2605735)
First Care Medical Clinic,doctors,POINT (32.9008176 2.2606002)
Felister Pharmacy,pharmacy,POINT (32.8953134 2.2405553)
Downtown Medical Center,doctors,POINT (32.8900751 2.2562118)
Zee Pharmacy,pharmacy,POINT (32.895822 2.2409019)
Vintage Lounge,bar,POINT (32.8956624 2.2543129)
Victory Medical Clinic,doctors,POINT (32.9182266 2.2456165)
Victory Medical Center,doctors,POINT (32.8784698 2.2517933)
Victoria Clinic And Laboratory Ltd,doctors,POINT (32.8963393 2.2445828)
Ushindi Medical Clinic,doctors,POINT (32.8982437 2.2185366)
Trinity Medical Clinic,doctors,POINT (32.9036196 2.2663131)
Subuo Pharmacy,pharmacy,POINT (32.8935892 2.2420735)
Star Medical Clinic,doctors,POINT (32.8959317 2.23992)
St Francis Akia,hospital,POINT (32.9675362 2.2355369)
Shreegi Pharmacy,pharmacy,POINT (32.8942677 2.2385536)
Ronam Health Care Clinic,doctors,POINT (32.8901548 2.2396342)
Rock Vision Pharma,doctors,POINT (32.8990641 2.2174301)
Repoductive health uganda,doctors,POINT (32.8957908 2.2407619)
Renus Health Uganda,doctors,POINT (32.9006131 2.260593)
Rahi medicines,doctors,POINT (32.8951061 2.2436207)
Permart Pharmacy,pharmacy,POINT (32.8857466 2.2457023)
Pag Mission Hospital,hospital,POINT (32.8983917 2.2356706)
Ober Health Centre III,hospital,POINT (32.8743167 2.2539583)
Northern Cross General Clinic,doctors,POINT (32.8996571 2.2522275)
Ngetta Hc iii,hospital,POINT (32.9263955 2.311732)
Montana Bay Medical Center,doctors,POINT (32.901436 2.2183792)
Mid Town Imaging Centre,doctors,POINT (32.8963267 2.24505)
Marie Stopes Uganda,clinic,POINT (32.8941061 2.2428323)
Joyous Primary School,school,POINT (34.1413512 0.7087913)
Agape Grounds,college,POINT (34.1741056 1.0758383)
Mpoma parents school,kindergarten,POINT (32.7231619 0.3150989)
Victory Outreach Nursery School,school,POINT (32.8955916 2.2454235)
Feroz Auto Spa,bar,POINT (32.8904015 2.2380474)
Bunyoyi sunrise,cafe,POINT (29.9378627 -1.2687111)
Bunyoyi Sunrise,cafe,POINT (29.9378611 -1.2686919)
Normal cafe,cafe,POINT (32.5440219 0.3425981)
Bawarchi Restaurant,restaurant,POINT (32.5735088 0.3172957)
Kabarole Distric Youth Center,community_centre,POINT (30.2785915 0.680968)
,shelter,POINT (33.9165426 1.3831975)
Tigo Pesa,bank,POINT (32.5707542 0.3195171)
Damary's Residence,doctors,POINT (30.1429102 -0.5438707)
Garage Lounge,bar,POINT (32.6177422 0.3622224)
Maria's Restaurant,restaurant,POINT (32.6438433 0.3637316)
Old Kampala Hospital,hospital,POINT (32.5683693 0.3166023)
Banktookcard,bank,POINT (32.5792035 0.3127289)
St Roza College School,school,POINT (32.5401695 0.4625746)
City Resort Seeta,restaurant,POINT (32.7101231 0.3754193)
Nakatte Memorial Primary School,school,POINT (32.7128899 0.3770928)
Seeta Parents Primary School Middle Section,school,POINT (32.7150836 0.3723004)
Seeta Parents Primary School Lower Section,school,POINT (32.7144771 0.3706902)
REMEDY INTERNATIONAL LIMITED,school,POINT (32.7111558 0.3850768)
GROOMING A SUCCESSFUL WOMAN WITH INTELLECTUAL MIND,school,POINT (32.7093148 0.3838999)
SEETA HIGH SCHOOL MBALALA CAMPUS,school,POINT (32.8036543 0.3577126)
SEETA JUNIOR SCHOOL MBALALA CAMPUS,school,POINT (32.8040653 0.3588894)
Wellman's Pharmacy,doctors,POINT (32.9004456 2.2603338)
The Royal Medical Center,doctors,POINT (32.874134 2.2643584)
St Mark Drug Shop,doctors,POINT (32.892982 2.2333426)
Select Pharmacy,doctors,POINT (32.869167 2.2623007)
Rainbow Medical Clinic And Laboratory Services,doctors,POINT (32.8877762 2.230127)
Otieno Medical Centre And Lab,doctors,POINT (32.905332 2.2606894)
Norin Pharmacy,doctors,POINT (32.8885675 2.2402838)
Lira Modern Clinic And Laboratory Services,doctors,POINT (32.889678 2.2395855)
Gifted Hands Clinic,doctors,POINT (32.8870599 2.2405315)
Family Medical Clinic,doctors,POINT (32.8558911 2.2667337)
Devine Medical Clinic,doctors,POINT (32.8935342 2.2365656)
De Grace Medical Center,doctors,POINT (32.8715802 2.2621406)
Care Medical Clinic,doctors,POINT (32.8859349 2.2277721)
Cannan Medical Clinic and Laboratory services,doctors,POINT (32.888858 2.2396591)
Bar New life Care Clinic,doctors,POINT (32.8873109 2.2402453)
Ayago Health Center III,hospital,POINT (32.9234337 2.2628647)
Amuca Medical Clinic,doctors,POINT (32.8292176 2.2741749)
Muteesa 1 P/S,school,POINT (32.4972567 0.3976277)
Sema Medical Centre,clinic,POINT (34.1544979 1.0820016)
Equity Bank,atm,POINT (34.177051 1.0721725)
Western Union,bank,POINT (34.1770582 1.0723433)
Western Union,atm,POINT (34.1763639 1.0717357)
Endiro Coffee Nakasero,cafe,POINT (32.5835569 0.322224)
Endiro Coffee Buwama,cafe,POINT (32.0769873 0.035844)
Endiro Coffee Sipi Falls,cafe,POINT (34.3796492 1.3365888)
Endiro Coffee (Standard Chartered),cafe,POINT (32.5818518 0.314676)
Endiro Coffee Entebbe,cafe,POINT (32.4760789 0.0700261)
Endiro Coffee (Shell Bugolobi),cafe,POINT (32.6171999 0.3203266)
Faith wheel childcare and preschool,kindergarten,POINT (32.6047549 0.3699156)
Children's hospital of uganda center for neurosurgery,clinic,POINT (34.1718666 1.0736122)
Namakwekwe health centre iii,hospital,POINT (34.1795308 1.0894832)
,pharmacy,POINT (34.1777326 1.0878942)
JOLLY BIRD PAEDS CLINIC,clinic,POINT (34.1811118 1.0733477)
centenary bank,bank,POINT (34.1811 1.071829)
intra health,clinic,POINT (34.194594 1.0717436)
,clinic,POINT (34.193446 1.0750635)
,clinic,POINT (34.1767208 1.1083811)
KENNA MARY NURSARY AND PRIMARY SCHOOL1,school,POINT (34.1822506 1.1043022)
Sunshine Drug shop,clinic,POINT (34.1784366 1.1077256)
,pharmacy,POINT (34.1772793 1.0911566)
Divine Drug Shop Muni,doctors,POINT (30.9321845 2.9882151)
Devine Mercy Health Services,doctors,POINT (30.912682 3.0236754)
Davina Medical Concern,doctors,POINT (30.8682093 3.1169957)
Daly Pharmacy,pharmacy,POINT (30.9122032 2.9998971)
Cyprus Medical Centre,doctors,POINT (30.9387761 3.0698796)
Corner Stone,doctors,POINT (30.9035308 3.0310609)
Consult Medical Care,doctors,POINT (30.9172124 3.1144748)
City Care Medical Clinic,doctors,POINT (30.9120861 3.0001282)
Christophe Drug Shop,doctors,POINT (30.862234 3.1137803)
Chris Medicine Drug Shop,doctors,POINT (30.8218127 3.1149133)
Capital One Lounge,bar,POINT (30.9140024 3.017445)
Blue Sky Medical Clinic And Labarotory Services,doctors,POINT (30.9130352 3.0373691)
Blessed Drug Shop,doctors,POINT (30.9140671 3.0240136)
Ayivuni Health Center III,hospital,POINT (30.826029 3.096981)
Arua Police Health Center III,hospital,POINT (30.911193 3.0171383)
Arua Pharmacy,pharmacy,POINT (30.8910206 3.0369935)
Apex Medical Center,doctors,POINT (30.9011946 3.0200429)
Anncy Medical Centre,doctors,POINT (30.9015098 3.0337147)
Ama Taulu Pharmacy,pharmacy,POINT (30.913901 3.0133475)
Alpha Medical centre,doctors,POINT (30.9145678 3.02625)
Alonso Country Club,bar,POINT (30.8889479 3.0383856)
Almighty Care Drug Shop,doctors,POINT (30.9151836 2.9851202)
Allah Kharim Medicare Drug Shop,doctors,POINT (30.9122369 3.001288)
Alfonsi and Brothers,bar,POINT (30.8373321 3.0550092)
Alesta Medical Centre,doctors,POINT (30.9033305 3.0135806)
Al-Fattah Medical Clinic,doctors,POINT (30.9132559 3.0304525)
Al Albar Medical Clinic,doctors,POINT (30.9131457 3.0357482)
Air Field View Pub,bar,POINT (30.9131762 3.0402521)
Agape Health Care Network,doctors,POINT (30.8862117 3.0988355)
Adumi Health Centre IV,hospital,POINT (30.9002339 3.0137243)
