,unified_signed,unified_abs
inv_dist_nearest_shelter_m,-0.00010544406199536648,0.0011064833700160117
gauss_dist_nearest_atm_m,0.0004563637840272842,0.001105860729194071
log_dist_nearest_clinic_m,0.0002961522288639895,0.0011047699919515903
gauss_dist_nearest_cinema_m,-0.0004207210199302209,0.0010941122319776918
gauss_dist_nearest_public_building_m,-0.00045869202678934913,0.0010360877951230837
amenity_clinic_within_2km_within,2.2702328358666452e-06,0.0009896187948948757
gauss_dist_nearest_doctors_m,0.0006044059678640698,0.0009656935092842009
gauss_dist_nearest_shelter_m,-8.267281400389163e-05,0.0007618418759749697
log_dist_nearest_police_m,-6.046029891956891e-05,0.000752609267803869
amenity_restaurant_within_5km,7.894526208176695e-06,0.0007432757908685216
amenity_fast_food_within_5km,1.3828858542864858e-05,0.0007410729917334334
amenity_cafe_within_5km,-0.0003025718145955933,0.0007358191267191073
gauss_dist_nearest_hospital_m,-6.500764706003244e-05,0.0006825576214573398
gauss_dist_nearest_community_centre_m,0.00011688322855163661,0.0005259542759143503
gauss_dist_nearest_kindergarten_m,0.0001804270587730055,0.0005095281615515189
amenity_pharmacy_within_2km,4.422981219893056e-05,0.0005082363323114717
amenity_community_centre_within_5km,0.0001447796053416757,0.0004948790949274623
conflict_exposure,-3.956069239711567e-05,0.000486571675482197
amenity_doctors_within_5km,1.730726801521405e-05,0.0004423608870675478
amenity_bar_within_5km,-0.0001656152400493101,0.0004204814350076108
gauss_dist_nearest_police_m,-4.293500832539439e-05,0.0004081983808032263
amenity_bank_within_5km,-6.203754348015242e-05,0.0004080265002099748
conflict_violence_against_civilians_within_5km,-6.83657053771101e-05,0.0003776545113164892
amenity_shelter_within_2km,-7.788456844142444e-05,0.00037010834038865483
amenity_restaurant_within_2km,-9.93347144666637e-05,0.0002188803517404857
amenity_dentist_within_5km,-0.00010479554792533697,0.00019493551160022012
amenity_shelter_within_5km,-1.263419331019236e-05,0.0001534915221347025
gauss_dist_nearest_pharmacy_m,1.3040262316680925e-05,0.00013888653780036813
gauss_dist_nearest_university_m,-4.866856049085158e-05,0.00012573671766179405
gauss_dist_nearest_restaurant_m,-1.5472855539184148e-05,0.0001223704097877532
conflict_riots_within_5km,-8.074062293714662e-06,0.00010153164191713686
amenity_library_within_2km,-5.749403703069758e-06,9.79445624774876e-05
amenity_atm_within_5km,5.564559628556598e-06,6.684232235066002e-05
amenity_doctors_within_2km,0.0,0.0
amenity_police_within_2km,0.0,0.0
amenity_community_centre_within_2km,0.0,0.0
amenity_bank_within_2km,0.0,0.0
amenity_public_building_within_5km,0.0,0.0
gauss_dist_nearest_pub_m,0.0,0.0
amenity_dentist_within_2km,0.0,0.0
amenity_cinema_within_5km,0.0,0.0
amenity_university_within_5km,0.0,0.0
amenity_pub_within_5km,0.0,0.0
gauss_dist_nearest_bar_m,0.0,0.0
amenity_library_within_5km,0.0,0.0
amenity_fire_station_within_2km,0.0,0.0
amenity_cinema_within_2km,0.0,0.0
conflict_strategic_developments_within_5km,0.0,0.0
amenity_bar_within_2km,0.0,0.0
conflict_protests_within_5km,0.0,0.0
gauss_dist_nearest_dentist_m,0.0,0.0
conflict_explosions_remote_violence_within_5km,0.0,0.0
gauss_dist_nearest_fire_station_m,0.0,0.0
amenity_fire_station_within_5km,0.0,0.0
amenity_cafe_within_2km,0.0,0.0
amenity_atm_within_2km,0.0,0.0
is_refugee,0.0,0.0
